company_name,contact_person,address,phone,email,page_number,source_url,scraped_at
Ahmedabad west,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518411
Combined Patron Category,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518430
From Combined Patron Category,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518446
Gandhinagar,N/A,Gandhinagar,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518460
Por-Ramangamdi,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518474
Madhya Pradesh,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518488
Maharashtra,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518503
Ahmednagar,N/A,Ahmednagar,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518516
Aurangabad,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518530
From Patron Categor,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518545
From Patron Category,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518610
Ichalkaranji,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518655
Pandharpur,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518681
Past President,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518701
Past President & Past Trustee,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518719
Ulhasnagar,N/A,Ulhasnagar,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518737
Southern Region - |,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518753
Andhra Pradesh,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518769
Amaravathi,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518784
Rajahmundry,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518801
Ravulapalem,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518820
Vijayawada,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518836
Visakhapatnam,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518851
Vizag Steel City,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518867
Chikamangalur,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518882
Chitraduraga,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518896
Karnataka (bangalore),N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518912
Greater hyderabad,N/A,N/A,N/A,N/A,0,https://baionline.in/committee_member/coimbatore?page=0,2025-09-24T10:45:36.518929
