company_name,contact_person,address,phone,email,source_url,scraped_at
"‹›AARPEE ASSOCIATESR. SATHA MOORTHINO.27, G.D. NAIDU COLONY AVINASHI ROADCIVIL AERODROME (PO) COIMBATORE - 641 014Show Phone NumberShow EmailContact Member",,"‹›AARPEE ASSOCIATESR. SATHA MOORTHINO.27, G.D. NAIDU COLONY AVINASHI ROADCIVIL AERODROME (PO) COIMBATORE - 641 014Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.986477
"AARPEE ASSOCIATESR. SATHA MOORTHINO.27, G.D. NAIDU COLONY AVINASHI ROADCIVIL AERODROME (PO) COIMBATORE - 641 014Show Phone NumberShow EmailContact Member",,"AARPEE ASSOCIATESR. SATHA MOORTHINO.27, G.D. NAIDU COLONY AVINASHI ROADCIVIL AERODROME (PO) COIMBATORE - 641 014Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.986946
"‹›ABBI ASSOCIATESV. SENTHIL KUMAR1, SRI GOKULAM COMPLEX PALAGHAT ROAD, MARAPALLAMMADHUKKARAI COIMBATORE - 641 105Show Phone NumberShow EmailContact Member",,"‹›ABBI ASSOCIATESV. SENTHIL KUMAR1, SRI GOKULAM COMPLEX PALAGHAT ROAD, MARAPALLAMMADHUKKARAI COIMBATORE - 641 105Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.987190
"ABBI ASSOCIATESV. SENTHIL KUMAR1, SRI GOKULAM COMPLEX PALAGHAT ROAD, MARAPALLAMMADHUKKARAI COIMBATORE - 641 105Show Phone NumberShow EmailContact Member",,"ABBI ASSOCIATESV. SENTHIL KUMAR1, SRI GOKULAM COMPLEX PALAGHAT ROAD, MARAPALLAMMADHUKKARAI COIMBATORE - 641 105Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.987374
"‹›AKASH CONSTRUCTIONSK.J. SAMINATHNO.5, SAROJA APARTMENTS S.S. AVENUE, GOLDWINSCOIMBATORE - 641 014Show Phone NumberShow EmailContact Member",,"‹›AKASH CONSTRUCTIONSK.J. SAMINATHNO.5, SAROJA APARTMENTS S.S. AVENUE, GOLDWINSCOIMBATORE - 641 014Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.988049
"AKASH CONSTRUCTIONSK.J. SAMINATHNO.5, SAROJA APARTMENTS S.S. AVENUE, GOLDWINSCOIMBATORE - 641 014Show Phone NumberShow EmailContact Member",,"AKASH CONSTRUCTIONSK.J. SAMINATHNO.5, SAROJA APARTMENTS S.S. AVENUE, GOLDWINSCOIMBATORE - 641 014Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.988281
"‹›ANBU ASSOCIATES ENG...NANO.1, NANDAANAGAR SINGANALLURCOIMBATORE - 641 405Show Phone NumberShow EmailContact Member",,"‹›ANBU ASSOCIATES ENG...NANO.1, NANDAANAGAR SINGANALLURCOIMBATORE - 641 405Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.989178
"ANBU ASSOCIATES ENG...NANO.1, NANDAANAGAR SINGANALLURCOIMBATORE - 641 405Show Phone NumberShow EmailContact Member",,"ANBU ASSOCIATES ENG...NANO.1, NANDAANAGAR SINGANALLURCOIMBATORE - 641 405Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.989363
"‹›ANOORA BUILDERSNANO.9, NEHRU AVENUE POOSARIPALAYAMMANIKARAMPALAYAM COIMBATORE - 641 006Show Phone NumberShow EmailContact Member",,"‹›ANOORA BUILDERSNANO.9, NEHRU AVENUE POOSARIPALAYAMMANIKARAMPALAYAM COIMBATORE - 641 006Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.990001
"ANOORA BUILDERSNANO.9, NEHRU AVENUE POOSARIPALAYAMMANIKARAMPALAYAM COIMBATORE - 641 006Show Phone NumberShow EmailContact Member",,"ANOORA BUILDERSNANO.9, NEHRU AVENUE POOSARIPALAYAMMANIKARAMPALAYAM COIMBATORE - 641 006Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.990190
"‹›ANUSAM CONSTRUCTIONM. SABARIANANDPERK ENCLAVE, PERKS ARCH ROAD UPPILIPALAYMCOIMBATORE - 641 015Show Phone NumberShow EmailContact Member",,"‹›ANUSAM CONSTRUCTIONM. SABARIANANDPERK ENCLAVE, PERKS ARCH ROAD UPPILIPALAYMCOIMBATORE - 641 015Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.990324
"ANUSAM CONSTRUCTIONM. SABARIANANDPERK ENCLAVE, PERKS ARCH ROAD UPPILIPALAYMCOIMBATORE - 641 015Show Phone NumberShow EmailContact Member",,"ANUSAM CONSTRUCTIONM. SABARIANANDPERK ENCLAVE, PERKS ARCH ROAD UPPILIPALAYMCOIMBATORE - 641 015Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.990473
"‹›APEX CONSTRUCTIONG. VARATHARAJNO.366-D, ALAGESEN ROAD S.B. MISSION (PO)COIMBATORE - 641 011Show Phone NumberShow EmailContact Member",,"‹›APEX CONSTRUCTIONG. VARATHARAJNO.366-D, ALAGESEN ROAD S.B. MISSION (PO)COIMBATORE - 641 011Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.990631
"APEX CONSTRUCTIONG. VARATHARAJNO.366-D, ALAGESEN ROAD S.B. MISSION (PO)COIMBATORE - 641 011Show Phone NumberShow EmailContact Member",,"APEX CONSTRUCTIONG. VARATHARAJNO.366-D, ALAGESEN ROAD S.B. MISSION (PO)COIMBATORE - 641 011Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.990774
"‹›ARUN & ASSOCIATESNA93, 1ST FLOOR, VEERA TOWERS BROOKE BOND ROADCOIMBATORE - 641 001Show Phone NumberShow EmailContact Member",,"‹›ARUN & ASSOCIATESNA93, 1ST FLOOR, VEERA TOWERS BROOKE BOND ROADCOIMBATORE - 641 001Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.991236
"ARUN & ASSOCIATESNA93, 1ST FLOOR, VEERA TOWERS BROOKE BOND ROADCOIMBATORE - 641 001Show Phone NumberShow EmailContact Member",,"ARUN & ASSOCIATESNA93, 1ST FLOOR, VEERA TOWERS BROOKE BOND ROADCOIMBATORE - 641 001Show Phone NumberShow EmailContact Member",,,https://baionline.in/committee_member/coimbatore,2025-09-12T13:20:14.991393
